wind_speed,swr,c_relax_C,qual
1,1,0.003,48476.6755817941
0.857227203015553,0.996993392559691,0.00233264096147431,53387.419574797
0.832730643800374,1.02982268151568,0.00258011512573569,52522.0336240583
0.913765191722275,1.00904684007667,0.0033514044747325,49427.5594718924
1.07092237631584,0.904446175418686,0.003353312446372,51349.6806144637
1.13340344007265,0.957534756187788,0.00291634623738412,46313.1453860728
1.07158618925633,1.02287905571068,0.00330951484223861,44975.8293123119
0.966333522692267,0.944087880520856,0.00272420234270442,53215.8479070498
1.23719198305784,0.964904047826245,0.00321597377445541,40470.4350409893
1.24627499442613,1.00070510393042,0.00372097894507858,37398.0265393265
1.17860782848313,0.995601603595719,0.0031353902742257,42117.7971829477
1.12262749225006,1.01391493638839,0.00364178472649303,42786.9269703375
1.14570008418699,1.05802485973328,0.0038771402615284,40125.3321503182
1.17381465565482,1.09611501342203,0.00307166421854796,38820.2161296789
1.23545456243017,1.09104044952767,0.00419509734088362,34497.8622748275
1.01903725172404,1.07462914187198,0.0038818758280491,43372.5544417498
1.17353958773917,1.00533949080541,0.00433600998056603,39928.0505629194
1.18537204842411,1.06818969650464,0.00422916398182164,37220.2262341618
1.22431856275319,1.03371146665814,0.00460045665532471,36046.0607014173
1.24135783494716,1.09849402300075,0.00457668789049586,33422.2482049892
1.10664144552343,0.975798885635426,0.00428424978727579,44916.2224765898
1.2189633880294,1.02728831323179,0.00463510163296538,36225.1115942324
1.13496489468891,1.05333820124964,0.00437757309767667,40029.5308643449
1.14353456025285,1.04967626013037,0.00477668536720336,39122.7673349132
1.18409564408309,1.0674985152252,0.00458123040084844,36775.8143587647
1.24197032890183,1.05309612180581,0.00422104260949206,34708.7881847372
1.15427364873351,1.07673249631979,0.00469479906017937,38041.2873288866
1.21500111978749,1.04592482359266,0.00515390973830337,35040.1492281191
1.17668532748176,1.09551958210611,0.00496197794991811,35773.0963405821
1.2341413666378,0.932693553053186,0.00424817387789742,40004.8059147157
1.00076262570966,0.932024710849073,0.00419093179058745,51609.1129333052
1.15463678454492,1.00543340473484,0.00481058902928522,39932.5164320411
1.1698308701164,1.08867862674515,0.00500934207067775,36317.984322907
1.20414567741588,1.06565996140211,0.00429758000604191,36383.1595996002
1.14506739229643,1.0701200092338,0.00502871169202498,38063.7437754517
1.19622274162767,0.994160277172482,0.00442686710895798,38970.0245266919
1.06857969202355,1.05241041513231,0.00486804205980011,41793.3633148847
1.19880893544898,1.05425745214446,0.00427664386083649,37041.8396696204
1.15513046954158,1.06877880993987,0.00457387881136693,38135.7244541463
1.23713811104918,1.05049442768422,0.0044944944105379,34585.6678717667
1.18608180971061,0.967414548916717,0.00400060567823608,41601.4958129939
1.21139330349822,0.953556580997944,0.00468780640137922,39917.0142844645
1.11780230704909,1.09842911040994,0.00524571526737508,38093.0660813652
1.07882655540181,0.919682383868812,0.00460876386404219,48292.1214881485
1.18479865183725,0.954726518497916,0.00450876700790643,41326.7475136656
1.12618566381419,1.0048898108054,0.00443065982591458,41817.3139601406
1.18625547599004,1.00301933711407,0.00447030339518563,39025.7762984554
1.17321789679568,0.972452466896848,0.00500472607469152,40741.078559186
1.12825523619773,1.09172092303883,0.00454539478457408,38782.9848245275
1.22057603999766,0.98816592747595,0.00461775366913642,37381.8639292876
1.1034670203057,1.0100654886463,0.00483386276061389,42311.1090524348
1.20808138665427,1.06614952625491,0.00427942381894746,36316.3433768106
1.20903757305129,0.906288298247211,0.00438958744077811,42082.5318068139
1.17704668235947,1.03924927919648,0.004957063165485,37621.5901571839
1.20071565673644,1.03940544224709,0.00536292085337786,35885.7936629554
1.22500135600187,1.04265398266614,0.0047495023232017,35445.1363820296
1.21921681276411,0.998892696478152,0.00471795789443377,36951.202265515
1.16662415283721,1.08029604148258,0.00423554645404909,37752.4767293575
